Inf;Player;Acceleration;Best Position;Media Description;Eligible;Position;Agility;Balance;Jumping Reach;Natural Fitness;Pace;Stamina;Strength;Free Kick Taking;Marking;Technique;Recommendation;Cons;Ability;Role Ability;Role Ability Out Of Possession;Potential;Pros;2nd Nat;Right Foot;Nation of Birth;EU National;Left Foot;Height;Age;Morale;Knowledge;Injury Susceptibility;Tackling;Penalty Taking;Passing;Long Throws;Long Shots;Heading;Communication;First Touch;Finishing;Dribbling;Crossing;Corners;Based In;Division;Work Rate;Team Work;Vision;Positioning;Off The Ball;Leadership;Club;Decisions;Flair;Determination;Concentration;Aggression;Composure;Anticipation;Bravery;Throwing;Rushing Out (Tendency);Aerial Reach;Reflexes;Punching;One On Ones;Command Of Area;Kicking;Eccentricity;Handling;Transfer Value;Recommendation
Wnt;Tomáš Holeš;12-16;D (C);Centre-back;Yes;D (C);9-13;15-19;7-11;15-19;11-15;11-17;12-18;-;11-15;7-13;B;Unknown;Unknown;;;Unknown;Marking;;Very Strong;;True;Reasonable;180 cm;32;Scouting Required;Minimal Knowledge;Very Low;13-17;-;13-17;-;8-14;12-16;-;10-16;-;9-13;-;-;;;11-17;12-16;8-12;10-14;12-16;13-17;;9-15;-;14-20;14-18;14-18;13-19;10-14;13-17;-;-;-;-;-;-;-;-;-;-;€300K - €3.1M;B
Wnt;;12-16;AM (L);Attacking midfielder;Yes;M (C), AM (RLC), ST (C);13-17;10-14;13-17;8-12;10-16;11-17;8-12;10-14;5-9;13-19;;Unknown;Unknown;;;Unknown;Skill;Spain;Very Strong;Spain;True;Fairly Strong;185 cm;24;Scouting Required;Minimal Knowledge;High;2-8;10-14;11-15;3-7;10-16;9-15;1;11-15;11-15;12-16;10-14;8-12;Netherlands;Premier League;10-16;10-16;11-17;3-7;10-14;7-11;;11-17;17-20;11-15;13-17;10-14;9-13;10-14;11-15;1;1-6;1-3;1-5;1-6;1-5;1-7;1-5;2-6;1-4;€39M - €49M;Terrific
Loa;;11;AM (L);Midfielder;Yes;M (C), AM (LC);15;15;10;11;12;11;12;12;8;14;;Unknown;Unknown;;;Unknown;Skill;Brazil;Very Strong;England;False;Reasonable;189 cm;23;Really Good;Extensive Knowledge;Above Average;9;11;12;7;12;11;1;14;12;14;12;12;England;Premier League;12;12;13;11;9;8;;9;15;8;12;8;11;13;10;3;3;3;1;4;2;2;2;3;2;€6.4M - €9.4M;Terrific
Wnt;;13-17;AM (C);Attacking midfielder;Yes;AM (RLC), ST (C);14-18;14-18;7-11;12-16;10-16;11-17;2-6;12-16;5-9;14-20;;Unknown;Unknown;;;Unknown;Speed;Mali;Very Strong;Portugal;True;Fairly Strong;173 cm;31;Scouting Required;Minimal Knowledge;Very Low;5-11;12-16;12-16;2-6;12-18;3-9;1-3;10-14;13-17;11-15;10-14;12-16;Portugal;Stars League;9-15;10-16;9-15;6-10;15-19;12-16;;11-17;15-19;9-13;11-15;6-10;8-12;9-13;6-10;1;1-6;1-3;1-3;1-6;1-5;1-7;1-4;1-5;1-5;€30M;Terrific
;;12-18;AM (L);Winger;Yes;AM (LC);8-12;14-18;10-16;8-14;13-17;13-17;14-18;11-15;-;10-14;;Unknown;Unknown;;;Unknown;Speed;Pays Basque;Reasonable;;True;Very Strong;191 cm;28;Scouting Required;Minimal Knowledge;Very Low;-;10-14;12-18;-;13-17;-;-;11-15;12-16;9-13;11-17;7-13;;Stars League;13-17;8-12;11-15;-;8-12;9-15;;12-16;9-15;11-15;10-16;-;9-13;-;14-18;-;-;-;-;-;-;-;-;-;-;€11.5M - €13.5M;Terrific
Wnt;;14;WB (R);Attacking full-back;Yes;D/WB (RL);13;12;12;12;14;16;12;8;11;12;;Unknown;Unknown;;;Unknown;Team Player;Portugal;Very Strong;Mali;True;Reasonable;186 cm;28;Really Good;Extensive Knowledge;Above Average;12;10;12;13;12;11;3;12;9;13;12;10;England;Stars League;16;15;12;11;14;10;;11;12;15;11;15;11;13;12;3;1;2;1;3;1;3;3;2;2;€9.6M - €14M;Terrific
;;;;Winger;;;;;;;;;;;;;;Unknown;Unknown;;;Unknown;Speed;Mali;Reasonable;France;;Very Strong;;;;;;;;;;;;;;;;;;Saudi Arabia;Ligue 2 BKT;;;;;;;Al-Ittihad;;;;;;;;;;;;;;;;;;;;Terrific
;;;;Tireless defensive midfielder;;;;;;;;;;;;;;Unknown;Unknown;;;Unknown;Team Player;Angola;Very Strong;England;;Weak;;;;;;;;;;;;;;;;;;England;Premier League;;;;;;;Brighton;;;;;;;;;;;;;;;;;;;;Terrific
;;;;Attacking midfielder;;;;;;;;;;;;;;Unknown;Unknown;;;Unknown;;England;Very Strong;Nigeria;;Weak;;;;;;;;;;;;;;;;;;England;Premier League;;;;;;;Fulham;;;;;;;;;;;;;;;;;;;;Terrific
;;;;Full-back;;;;;;;;;;;;;;Unknown;Unknown;;;Unknown;Team Player;Portugal;Strong;Scotland;;Very Strong;;;;;;;;;;;;;;;;;;England;Premier League;;;;;;;Brentford;;;;;;;;;;;;;;;;;;;;Terrific
;Cameron Carter-Vickers;11-15;D (C);Powerful centre-back;Yes;D (C);9-13;10-14;8-12;14-18;10-14;10-16;15-20;3-7;11-15;8-14;B;Unknown;Unknown;;;Unknown;Marking;England;Very Strong;England;False;Weak;183 cm;27;Scouting Required;Minimal Knowledge;Very Low;14-18;5-9;13-17;8-14;2-8;14-18;1-6;10-16;2-6;7-11;6-10;1-3;Scotland;William Hill Premiership;10-16;10-14;7-11;13-17;7-11;14-18;Celtic;9-15;1-4;14-20;11-15;14-18;11-17;10-14;14-18;1-7;1-5;1-3;1-3;1-3;1-3;1-3;2-6;1;3-7;€15M - €19M;B
Wnt;Tomáš Holeš;12-16;D (C);Centre-back;Yes;D (C);9-13;15-19;7-11;15-19;11-15;11-17;12-18;-;11-15;7-13;B;Unknown;Unknown;;;Unknown;Marking;;Very Strong;Czechia;True;Reasonable;180 cm;32;Scouting Required;Minimal Knowledge;Very Low;13-17;-;13-17;-;8-14;12-16;-;10-16;-;9-13;-;-;Czechia;First Division;11-17;12-16;8-12;10-14;12-16;13-17;Slavia;9-15;-;14-20;14-18;14-18;13-19;10-14;13-17;-;-;-;-;-;-;-;-;-;-;€300K - €3.1M;B
Wnt;Ismael Saibari;12-16;AM (L);Attacking midfielder;Yes;M (C), AM (RLC), ST (C);13-17;10-14;13-17;8-12;10-16;11-17;8-12;10-14;5-9;13-19;B;Unknown;Unknown;;;Unknown;Skill;Belgium;Very Strong;Spain;True;Fairly Strong;185 cm;24;Scouting Required;Minimal Knowledge;High;2-8;10-14;11-15;3-7;10-16;9-15;1;11-15;11-15;12-16;10-14;8-12;Netherlands;Stars League;10-16;10-16;11-17;3-7;10-14;7-11;PSV;11-17;17-20;11-15;13-17;10-14;9-13;10-14;11-15;1;1-6;1-3;1-5;1-6;1-5;1-7;1-5;2-6;1-4;€39M - €49M;B
Loa;Rubin Colwill;11;AM (L);Midfielder;Yes;M (C), AM (LC);15;15;10;11;12;11;12;12;8;14;B;Unknown;Unknown;;;Unknown;Skill;Brazil;Very Strong;Wales;False;Reasonable;189 cm;23;Really Good;Extensive Knowledge;Above Average;9;11;12;7;12;11;1;14;12;14;12;12;England;Saudi Premier Division;12;12;13;11;9;8;Cardiff;9;15;8;12;8;11;13;10;3;3;3;1;4;2;2;2;3;2;€6.4M - €9.4M;B
Wnt;Ricardo Horta;13-17;AM (C);Attacking midfielder;Yes;AM (RLC), ST (C);14-18;14-18;7-11;12-16;10-16;11-17;2-6;12-16;5-9;14-20;B;Unknown;Unknown;;;Unknown;Speed;Mali;Very Strong;Portugal;True;Fairly Strong;173 cm;31;Scouting Required;Minimal Knowledge;Very Low;5-11;12-16;12-16;2-6;12-18;3-9;1-3;10-14;13-17;11-15;10-14;12-16;Portugal;Stars League;9-15;10-16;9-15;6-10;15-19;12-16;BRG;11-17;15-19;9-13;11-15;6-10;8-12;9-13;6-10;1;1-6;1-3;1-3;1-6;1-5;1-7;1-4;1-5;1-5;€30M;B
;Lukáš Provod;12-18;AM (L);Winger;Yes;AM (LC);8-12;14-18;10-16;8-14;13-17;13-17;14-18;11-15;-;10-14;B;Unknown;Unknown;;;Unknown;Speed;Pays Basque;Reasonable;Czechia;True;Very Strong;191 cm;28;Scouting Required;Minimal Knowledge;Very Low;-;10-14;12-18;-;13-17;-;-;11-15;12-16;9-13;11-17;7-13;Czechia;Stars League;13-17;8-12;11-15;-;8-12;9-15;Slavia;12-16;9-15;11-15;10-16;-;9-13;-;14-18;-;-;-;-;-;-;-;-;-;-;€11.5M - €13.5M;B
Wnt;Joakim Mæhle;14;WB (R);Attacking full-back;Yes;D/WB (RL);13;12;12;12;14;16;12;8;11;12;B-;Unknown;Unknown;;;Unknown;Team Player;Portugal;Very Strong;Denmark;True;Reasonable;186 cm;28;Really Good;Extensive Knowledge;Above Average;12;10;12;13;12;11;3;12;9;13;12;10;Germany;Stars League;16;15;12;11;14;10;VfL Wolfsburg;11;12;15;11;15;11;13;12;3;1;2;1;3;1;3;3;2;2;€9.6M - €14M;B-
;Harry Maguire;10;D (C);Experienced centre-back;Yes;D (C);7-9;11-14;17;16-18;12;17;17;6-9;15;13;B-;Unknown;Unknown;;;Unknown;Unknown;Mali;Very Strong;England;False;Fairly Strong;194 cm;32;Really Good;None;Below Average;15;13-15;13;10-12;5-7;17;3-5;14;6-9;9-11;6-8;4-6;England;Premier League;12;14;11-14;16;6-8;15;;12;8-10;11;14;14;13;14;15-18;1-3;1-3;1-4;1-4;1;1-2;1;2-4;2-4;1-3;€8.8M - €13.5M;B-
Inj;Leon Bailey;16;AM (R);Winger;Yes;M (RL), AM (RLC);16;10;11;12;16;13;9;10;4;13;B-;Unknown;Unknown;;;Unknown;Speed;Angola;Weak;Jamaica;False;Very Strong;178 cm;28;Exceptional;Extensive Knowledge;High;7;12;13;9;14;7;3;13;14;14;14;13;England;Premier League;10;11;13;8;13;8;;9;17;15;10;13;10;16;12;2;2;2;2;4;1;3;2;1;2;€16M;B-
;Rafael Elias;12;ST (C);Striker;Yes;ST (C);10;14;11;14;13;14;14;11;8;12;B-;Unknown;Unknown;;;Unknown;Unknown;England;Fairly Strong;Brazil;False;Very Strong;182 cm;26;Quite Good;None;Very Low;8;13;10;7;10;12;3;13;16;12;9;6;England;Premier League;13;13;13;8;14;12;;14;13;14;13;12;14;15;16;2;1;3;2;1;3;4;3;3;3;€2M - €4M;B-
Ask;Andrea Colpani;13;AM (C);Winger;Yes;M/AM (RC);14;13;12;12;13;13;12;13;10;15;B-;Unknown;Unknown;;;Unknown;Technique;Portugal;Reasonable;Scotland;True;Very Strong;184 cm;26;Extremely Poor;Extensive Knowledge;Average;10;9;13;5;15;13;3;12;12;13;12;13;England;Premier League;14;14;15;10;14;9;;13;15;14;13;10;13;14;11;1;1;3;2;1;1;4;4;2;3;€6M;B-
;;15;WB (R);Full-back;Yes;D/WB (R);14;13;14;15;15;11;11;4;11;13;;Unknown;Unknown;;;Unknown;Speed;Portugal;Very Strong;England;False;Reasonable;177 cm;24;Good;Extensive Knowledge;Very High;11;5;12;8;6;11;3;13;8;14;11;5;England;Second Division;12;12;10;12;13;9;Almería;11;12;12;10;12;12;12;11;4;2;3;1;1;3;3;2;1;3;€5.8M - €8.6M;Terrific
;;15;D (R);Full-back;Yes;D/WB (R);13;11;11;14;15;17;12;6;10;11;;Heading;Unknown;;;Unknown;Speed;Haiti;Very Strong;Scotland;False;Reasonable;183 cm;23;Okay;Extensive Knowledge;High;13;5;11;10;11;8;2;11;8;9;14;12;England;Premier League;14;13;11;11;13;4;;7;7;14;12;12;12;11;12;2;3;3;3;3;3;3;1;2;2;€22M - €26M;Terrific
;;11;ST (C);Powerful striker;Yes;ST (C);11;16;16;12;11;15;15;10;7;13;;Unknown;Unknown;;;Unknown;Team Player;England;Very Strong;Austria;False;Fairly Strong;191 cm;33;Really Good;Extensive Knowledge;Very High;9;15;13;3;11;15;1;13;13;11;9;3;England;First Division;15;16;11;11;13;14;Real San Sebastián;14;10;15;13;14;13;14;16;1;2;3;2;2;4;2;2;2;3;€8.6M - €10.5M;Terrific
;;15;D (L);Full-back;Yes;D (LC), WB (L);13;12;10;14;15;13;12;9;9;13;;Unknown;Unknown;;;Unknown;Unknown;France;Reasonable;Cameroon;True;Very Strong;180 cm;25;Fairly Good;None;Average;12;8;12;10;5;8;2;12;8;13;12;7;France;Premier League;15;13;11;11;13;6;;10;8;11;10;12;12;10;13;3;1;3;2;3;3;2;2;3;3;€1.2M - €2.6M;Terrific
;;15;AM (R);Winger;Yes;M (R), AM (RL);14;13;7;13;16;11;11;13;10;13;;Unknown;Unknown;;;Unknown;Unknown;England;Very Strong;England;False;Reasonable;179 cm;30;Extremely Good;Extensive Knowledge;Very Low;10;5;12;5;12;4;2;14;11;15;15;12;England;Premier League;18;13;12;10;13;9;Fulham;12;13;15;11;9;12;13;10;1;1;2;3;1;1;3;2;2;3;€16.5M - €24M;Terrific
Wnt;Ismael Saibari;12-16;AM (L);Attacking midfielder;Yes;M (C), AM (RLC), ST (C);13-17;10-14;13-17;8-12;10-16;11-17;8-12;10-14;5-9;13-19;B;Unknown;Unknown;;;Unknown;Skill;Belgium;Very Strong;Spain;True;Fairly Strong;185 cm;24;Scouting Required;Minimal Knowledge;High;2-8;10-14;11-15;3-7;10-16;9-15;1;11-15;11-15;12-16;10-14;8-12;Netherlands;Eredivisie;10-16;10-16;11-17;3-7;10-14;7-11;PSV;11-17;17-20;11-15;13-17;10-14;9-13;10-14;11-15;1;1-6;1-3;1-5;1-6;1-5;1-7;1-5;2-6;1-4;€39M - €49M;B
Loa;Rubin Colwill;11;AM (L);Midfielder;Yes;M (C), AM (LC);15;15;10;11;12;11;12;12;8;14;B;Unknown;Unknown;;;Unknown;Skill;Brazil;Very Strong;Wales;False;Reasonable;189 cm;23;Really Good;Extensive Knowledge;Above Average;9;11;12;7;12;11;1;14;12;14;12;12;England;Sky Bet League One;12;12;13;11;9;8;Cardiff;9;15;8;12;8;11;13;10;3;3;3;1;4;2;2;2;3;2;€6.4M - €9.4M;B
;Harry Maguire;10;D (C);Experienced centre-back;Yes;D (C);7-9;11-14;17;16-18;12;17;17;6-9;15;13;B-;Unknown;Unknown;;;Unknown;Unknown;Mali;Very Strong;England;False;Fairly Strong;194 cm;32;Really Good;None;Below Average;15;13-15;13;10-12;5-7;17;3-5;14;6-9;9-11;6-8;4-6;England;Premier League;12;14;11-14;16;6-8;15;Man Utd;12;8-10;11;14;14;13;14;15-18;1-3;1-3;1-4;1-4;1;1-2;1;2-4;2-4;1-3;€8.8M - €13.5M;B-
Inj;Leon Bailey;16;AM (R);Winger;Yes;M (RL), AM (RLC);16;10;11;12;16;13;9;10;4;13;B-;Unknown;Unknown;;;Unknown;Speed;Angola;Weak;Jamaica;False;Very Strong;178 cm;28;Exceptional;Extensive Knowledge;High;7;12;13;9;14;7;3;13;14;14;14;13;England;Premier League;10;11;13;8;13;8;Aston Villa;9;17;15;10;13;10;16;12;2;2;2;2;4;1;3;2;1;2;€16M;B-
;Rafael Elias;12;ST (C);Striker;Yes;ST (C);10;14;11;14;13;14;14;11;8;12;B-;Unknown;Unknown;;;Unknown;Unknown;England;Fairly Strong;Brazil;False;Very Strong;182 cm;26;Quite Good;None;Very Low;8;13;10;7;10;12;3;13;16;12;9;6;Japan;Stars League;13;13;13;8;14;12;Kyoto;14;13;14;13;12;14;15;16;2;1;3;2;1;3;4;3;3;3;€2M - €4M;B-
Ask;Andrea Colpani;13;AM (C);Winger;Yes;M/AM (RC);14;13;12;12;13;13;12;13;10;15;B-;Unknown;Unknown;;;Unknown;Technique;Portugal;Reasonable;Italy;True;Very Strong;184 cm;26;Extremely Poor;Extensive Knowledge;Average;10;9;13;5;15;13;3;12;12;13;12;13;Italy;National 3 - Group B;14;14;15;10;14;9;AC Monza;13;15;14;13;10;13;14;11;1;1;3;2;1;1;4;4;2;3;€6M;B-
;Ethan Laird;15;WB (R);Full-back;Yes;D/WB (R);14;13;14;15;15;11;11;4;11;13;B-;Unknown;Unknown;;;Unknown;Speed;Portugal;Very Strong;England;False;Reasonable;177 cm;24;Good;Extensive Knowledge;Very High;11;5;12;8;6;11;3;13;8;14;11;5;England;Sky Bet Championship;12;12;10;12;13;9;;11;12;12;10;12;12;12;11;4;2;3;1;1;3;3;2;1;3;€5.8M - €8.6M;B-
;Nathan Patterson;15;D (R);Full-back;Yes;D/WB (R);13;11;11;14;15;17;12;6;10;11;B-;Heading;Unknown;;;Unknown;Speed;Haiti;Very Strong;Scotland;False;Reasonable;183 cm;23;Okay;Extensive Knowledge;High;13;5;11;10;11;8;2;11;8;9;14;12;England;Premier League;14;13;11;11;13;4;;7;7;14;12;12;12;11;12;2;3;3;3;3;3;3;1;2;2;€22M - €26M;B-
;Chris Wood;11;ST (C);Powerful striker;Yes;ST (C);11;16;16;12;11;15;15;10;7;13;B-;Unknown;Unknown;;;Unknown;Team Player;England;Very Strong;;False;Fairly Strong;191 cm;33;Really Good;Extensive Knowledge;Very High;9;15;13;3;11;15;1;13;13;11;9;3;England;Premier League;15;16;11;11;13;14;;14;10;15;13;14;13;14;16;1;2;3;2;2;4;2;2;2;3;€8.6M - €10.5M;B-
;Darlin Yongwa;15;D (L);Full-back;Yes;D (LC), WB (L);13;12;10;14;15;13;12;9;9;13;B-;Unknown;Unknown;;;Unknown;Unknown;France;Reasonable;Cameroon;True;Very Strong;180 cm;25;Fairly Good;None;Average;12;8;12;10;5;8;2;12;8;13;12;7;France;Saudi Premier Division;15;13;11;11;13;6;FC Lorient;10;8;11;10;12;12;10;13;3;1;3;2;3;3;2;2;3;3;€1.2M - €2.6M;B-
;Jacob Murphy;15;AM (R);Winger;Yes;M (R), AM (RL);14;13;7;13;16;11;11;13;10;13;B-;Unknown;Unknown;;;Unknown;Unknown;England;Very Strong;England;False;Reasonable;179 cm;30;Extremely Good;Extensive Knowledge;Very Low;10;5;12;5;12;4;2;14;11;15;15;12;England;Premier League;18;13;12;10;13;9;Newcastle;12;13;15;11;9;12;13;10;1;1;2;3;1;1;3;2;2;3;€16.5M - €24M;B-
;;14;AM (L);Winger;Yes;D/WB (L), AM (RL);14;11;10;14;14;14;11;10;7;13;;Unknown;Unknown;;;Unknown;Speed;;Very Strong;England;False;Reasonable;170 cm;24;Really Good;Extensive Knowledge;Below Average;13;12;13;9;12;10;1;13;12;14;14;9;England;Stars League;15;13;13;10;13;9;;14;13;17;13;12;14;13;13;1;2;1;1;2;3;3;1;1;2;€52M - €76M;Terrific
;;15;AM (L);Winger;Yes;M/AM (L);14;14;11;14;15;14;10;7;7;14;;Intelligence;Unknown;;;Unknown;Speed;Curaçao;Very Strong;England;False;Reasonable;181 cm;22;Quite Good;Extensive Knowledge;Above Average;10;7;12;4;8;6;2;12;11;14;10;7;England;Stars League;13;12;11;9;13;6;;11;16;14;10;9;10;8;12;2;2;3;1;2;2;3;2;2;3;€11M - €16M;Terrific
Una;;12;M (C);Cultured defensive midfielder;Yes;DM, M/AM (C);10;14;12;12;12;12;15;14;6;16;;Marking;Unknown;;;Unknown;Skill;Cameroon;Very Strong;England;False;Fairly Strong;189 cm;31;Very Good;Extensive Knowledge;High;8;12;16;9;15;12;3;16;12;16;11;13;England;;14;13;15;12;12;13;;12;15;12;12;9;12;14;11;2;1;3;1;1;2;3;1;3;1;€15.5M - €23M;Terrific
;;16;AM (R);Winger;Yes;AM (RC), ST (C);14;12;10;8;14;13;12;7;5;14;;Intelligence;Unknown;;;Unknown;Speed;Pays Basque;Reasonable;Belgium;True;Very Strong;179 cm;25;Very Good;Extensive Knowledge;Below Average;5;12;11;7;13;14;3;13;14;15;13;13;Spain;National 3 - Group C;11;12;11;5;14;10;;10;14;8;11;13;12;13;13;3;4;3;2;2;2;2;3;1;3;€3.9M - €5.8M;Terrific
;Rafael Elias;12;ST (C);Striker;Yes;ST (C);10;14;11;14;13;14;14;11;8;12;B-;Unknown;Unknown;;;Unknown;Unknown;England;Fairly Strong;Brazil;False;Very Strong;182 cm;26;Quite Good;None;Very Low;8;13;10;7;10;12;3;13;16;12;9;6;Japan;J1 League;13;13;13;8;14;12;Kyoto;14;13;14;13;12;14;15;16;2;1;3;2;1;3;4;3;3;3;€2M - €4M;B-
Ask;Andrea Colpani;13;AM (C);Winger;Yes;M/AM (RC);14;13;12;12;13;13;12;13;10;15;B-;Unknown;Unknown;;;Unknown;Technique;Portugal;Reasonable;Italy;True;Very Strong;184 cm;26;Extremely Poor;Extensive Knowledge;Average;10;9;13;5;15;13;3;12;12;13;12;13;Italy;Serie BKT;14;14;15;10;14;9;AC Monza;13;15;14;13;10;13;14;11;1;1;3;2;1;1;4;4;2;3;€6M;B-
;Ethan Laird;15;WB (R);Full-back;Yes;D/WB (R);14;13;14;15;15;11;11;4;11;13;B-;Unknown;Unknown;;;Unknown;Speed;Portugal;Very Strong;England;False;Reasonable;177 cm;24;Good;Extensive Knowledge;Very High;11;5;12;8;6;11;3;13;8;14;11;5;England;Sky Bet Championship;12;12;10;12;13;9;Birmingham;11;12;12;10;12;12;12;11;4;2;3;1;1;3;3;2;1;3;€5.8M - €8.6M;B-
;Nathan Patterson;15;D (R);Full-back;Yes;D/WB (R);13;11;11;14;15;17;12;6;10;11;B-;Heading;Unknown;;;Unknown;Speed;Haiti;Very Strong;Scotland;False;Reasonable;183 cm;23;Okay;Extensive Knowledge;High;13;5;11;10;11;8;2;11;8;9;14;12;England;Premier League;14;13;11;11;13;4;Everton;7;7;14;12;12;12;11;12;2;3;3;3;3;3;3;1;2;2;€22M - €26M;B-
;Chris Wood;11;ST (C);Powerful striker;Yes;ST (C);11;16;16;12;11;15;15;10;7;13;B-;Unknown;Unknown;;;Unknown;Team Player;England;Very Strong;New Zealand;False;Fairly Strong;191 cm;33;Really Good;Extensive Knowledge;Very High;9;15;13;3;11;15;1;13;13;11;9;3;England;Premier League;15;16;11;11;13;14;Nott'm Forest;14;10;15;13;14;13;14;16;1;2;3;2;2;4;2;2;2;3;€8.6M - €10.5M;B-
;Darlin Yongwa;15;D (L);Full-back;Yes;D (LC), WB (L);13;12;10;14;15;13;12;9;9;13;B-;Unknown;Unknown;;;Unknown;Unknown;France;Reasonable;Cameroon;True;Very Strong;180 cm;25;Fairly Good;None;Average;12;8;12;10;5;8;2;12;8;13;12;7;France;Ligue 1 McDonald's;15;13;11;11;13;6;FC Lorient;10;8;11;10;12;12;10;13;3;1;3;2;3;3;2;2;3;3;€1.2M - €2.6M;B-
;Keane Lewis-Potter;14;AM (L);Winger;Yes;D/WB (L), AM (RL);14;11;10;14;14;14;11;10;7;13;B-;Unknown;Unknown;;;Unknown;Speed;;Very Strong;England;False;Reasonable;170 cm;24;Really Good;Extensive Knowledge;Below Average;13;12;13;9;12;10;1;13;12;14;14;9;England;Premier League;15;13;13;10;13;9;Brentford;14;13;17;13;12;14;13;13;1;2;1;1;2;3;3;1;1;2;€52M - €76M;B-
;Samuel Edozie;15;AM (L);Winger;Yes;M/AM (L);14;14;11;14;15;14;10;7;7;14;B-;Intelligence;Unknown;;;Unknown;Speed;Nigeria;Very Strong;England;False;Reasonable;181 cm;22;Quite Good;Extensive Knowledge;Above Average;10;7;12;4;8;6;2;12;11;14;10;7;England;Sky Bet Championship;13;12;11;9;13;6;Southampton;11;16;14;10;9;10;8;12;2;2;3;1;2;2;3;2;2;3;€11M - €16M;B-
Una;Ross Barkley;12;M (C);Cultured defensive midfielder;Yes;DM, M/AM (C);10;14;12;12;12;12;15;14;6;16;B-;Marking;Unknown;;;Unknown;Skill;Nigeria;Very Strong;England;False;Fairly Strong;189 cm;31;Very Good;Extensive Knowledge;High;8;12;16;9;15;12;3;16;12;16;11;13;England;Premier League;14;13;15;12;12;13;Aston Villa;12;15;12;12;9;12;14;11;2;1;3;1;1;2;3;1;3;1;€15.5M - €23M;B-
;Cyril Ngonge;16;AM (R);Winger;Yes;AM (RC), ST (C);14;12;10;8;14;13;12;7;5;14;B-;Intelligence;Unknown;;;Unknown;Speed;DR Congo;Reasonable;Belgium;True;Very Strong;179 cm;25;Very Good;Extensive Knowledge;Below Average;5;12;11;7;13;14;3;13;14;15;13;13;Spain;National 3 - Group C;11;12;11;5;14;10;Espanyol;10;14;8;11;13;12;13;13;3;4;3;2;2;2;2;3;1;3;€3.9M - €5.8M;B-
Wnt;Melvin Bard;12-16;WB (L);Attacking full-back;Yes;D (LC), WB (L);11-15;11-15;11-15;14-18;10-16;13-19;9-13;5-9;14-18;11-17;B-;Unknown;Unknown;;;Unknown;Team Player;Portugal;Weak;France;True;Very Strong;173 cm;24;Scouting Required;Minimal Knowledge;Below Average;11-17;3-7;12-16;6-10;8-14;8-14;1-3;9-13;10-14;11-15;13-17;7-11;France;Ligue 1 McDonald's;13-19;11-17;10-16;12-16;11-15;11-15;;10-16;14-18;11-15;13-17;11-15;8-12;12-16;15-19;1;1-4;1-4;1-3;1-6;3-7;1-5;2-6;3-7;1-5;€22M - €27M;B-
Wnt;Léo Ortiz;10-14;D (C);Centre-back;Yes;D (C), DM;10-14;11-15;14-18;12-16;8-14;12-18;9-13;11-15;15-19;11-17;B-;Unknown;Unknown;;;Unknown;Team Player;Portugal;Very Strong;Brazil;False;Reasonable;185 cm;29;Scouting Required;Minimal Knowledge;Very Low;10-16;12-16;13-17;6-10;7-13;10-16;1;9-13;7-11;8-12;8-12;9-13;Brazil;Saudi Premier Division;13-19;11-17;10-16;13-17;9-13;13-17;;11-17;12-16;10-14;12-16;10-14;8-12;11-15;11-15;1;1-4;1-5;1-5;1-6;3-7;1-5;1-5;1-5;1-4;€23M - €27M;B-
;Anouar Ait El Hadj;11;AM (C);Midfielder;Yes;M (C), AM (LC);12;11;7;10;14;14;10;12;9;14;B-;Unknown;Unknown;;;Unknown;Technique;Belgium;Very Strong;Belgium;True;Reasonable;167 cm;23;Okay;Extensive Knowledge;Very Low;9;13;14;6;13;9;2;15;11;12;13;13;Belgium;Saudi Premier Division;11;12;12;11;13;7;;13;15;10;11;10;11;12;13;3;1;1;2;3;1;1;2;1;4;€325K - €3.3M;B-
;Toni Martínez;13;ST (C);Nomadic striker;Yes;ST (C);13;15;14;16;13;13;13;9;6;12;B-;Unknown;Unknown;;;Unknown;Heading;;Very Strong;Spain;True;Fairly Strong;187 cm;28;Quite Good;Extensive Knowledge;Low;7;10;11;8;12;16;1;13;15;11;9;7;Spain;First Division;15;14;12;7;14;10;;11;13;16;10;16;13;14;16;3;3;3;1;3;2;2;3;3;2;€20M - €25M;B-
;Joseph Aidoo;13;D (C);Centre-back;Yes;D (C);13;15;13;18;14;14;17;8;14;11;B-;Unknown;Unknown;;;Unknown;Athleticism;U.S.A.;Very Strong;;False;Weak;184 cm;29;Quite Good;Extensive Knowledge;Average;15;6;10;9;7;14;3;11;4;8;7;7;Spain;Saudi Premier Division;14;12;9;13;8;11;;12;7;14;12;15;11;12;17;2;1;2;1;1;3;1;2;3;3;€6.8M - €9.8M;B-
Wnt;Melvin Bard;12-16;WB (L);Attacking full-back;Yes;D (LC), WB (L);11-15;11-15;11-15;14-18;10-16;13-19;9-13;5-9;14-18;11-17;B-;Unknown;Unknown;;;Unknown;Team Player;Portugal;Weak;France;True;Very Strong;173 cm;24;Scouting Required;Minimal Knowledge;Below Average;11-17;3-7;12-16;6-10;8-14;8-14;1-3;9-13;10-14;11-15;13-17;7-11;France;Ligue 1 McDonald's;13-19;11-17;10-16;12-16;11-15;11-15;OGC Nice;10-16;14-18;11-15;13-17;11-15;8-12;12-16;15-19;1;1-4;1-4;1-3;1-6;3-7;1-5;2-6;3-7;1-5;€22M - €27M;B-
