Inf;Player;Acceleration;Best Position;Media Description;Eligible;Position;Agility;Balance;Jumping Reach;Natural Fitness;Pace;Stamina;Strength;Free Kick Taking;Marking;Technique;Recommendation;Cons;Ability;Role Ability;Role Ability Out Of Possession;Potential;Pros;2nd Nat;Right Foot;Nation of Birth;EU National;Left Foot;Height;Age;Morale;Knowledge;Injury Susceptibility;Tackling;Penalty Taking;Passing;Long Throws;Long Shots;Heading;Communication;First Touch;Finishing;Dribbling;Crossing;Corners;Based In;Division;Work Rate;Team Work;Vision;Positioning;Off The Ball;Leadership;Club;Decisions;Flair;Determination;Concentration;Aggression;Composure;Anticipation;Bravery;Throwing;Rushing Out (Tendency);Aerial Reach;Reflexes;Punching;One On Ones;Command Of Area;Kicking;Eccentricity;Handling;Transfer Value;Recommendation
;David Miculescu;13;AM (R);Winger;;AM (RL), ST (C);12;14;12;10;13;12;14;10-12;7-10;13;;Unknown;Unknown;;;Unknown;Speed;Bermuda;Reasonable;Romania;True;Very Strong;190 cm;25;Slightly Poor;Reasonable Knowledge;Very Low;8-10;12;12;4-6;12;13;2-4;13;11;13;9;6-9;Romania;SuperLiga;13;12;11;8-10;12;5-8;FCSB;11;12;11;8-11;9;12;11-13;11;2-4;2-4;2-4;2-4;2-4;1-4;1-3;1;1-3;1-3;250K € - 2,6M €;Last Resort
;Diego Altube;10;GK;Goalkeeper;;GK;12;8;13;10;9;8;10;10;3;7;;Unknown;Unknown;;;Unknown;Unknown;England;Very Strong;Spain;True;Reasonable;188 cm;26;Fairly Good;Extensive Knowledge;Very Low;1;2;10;1;1;3;13;9;3;3;1;8;Portugal;Portuguese Third Division;10;11;9;9;5;15;Feirense;11;3;12;12;9;11;15;14;14;11;12;12;12;15;14;14;3;11;50K € - 500K €;Last Resort
;Sam Dalby;11;ST (C);Forward;;ST (C);9-11;11-14;15;12-14;11;12-14;14;4-7;5-7;10;;Unknown;Unknown;;;Unknown;Heading;Spain;Reasonable;England;False;Very Strong;189 cm;26;Scouting Required;Marginal Knowledge;Low;4-7;12-14;12;2-4;9;14;3-5;10;14;8-10;5-7;1-3;England;Sky Bet Championship;13;12-15;13;8-11;14;6-8;Bolton;7-9;8;12-14;12-14;10-12;13;12-14;12-15;4-6;2-5;1-3;1-3;1;1-2;1-3;1-3;2-4;1-3;1,8M € - 3,9M €;Last Resort
;Alexandru Cicâldău;13;M (C);Midfielder;;DM, M/AM (C);11;13;8;12;11;12;12-14;13;8-10;14;;Unknown;Unknown;;;Unknown;Technique;Ivory Coast;Very Strong;Romania;True;Fairly Strong;178 cm;28;Good;Reasonable Knowledge;Very Low;8-11;12-14;14;6-8;12;8;1-3;13;12;12;12;13;Romania;SuperLiga;14;14;13;9;12;8;Universitatea Craiova;13;12;12;12-14;9-11;13;12-14;6-9;2-4;1-4;2-5;1-4;2-4;2-4;1-3;3-5;1-2;1-2;275K € - 2,7M €;Last Resort
Wnt;Miguel Atienza;13;DM;Midfielder;;DM, M (C);12;8;12;18;13;15;14;6-8;14-16;13;;Unknown;Unknown;;;Unknown;Athleticism;Netherlands;Very Strong;Spain;True;Reasonable;186 cm;27;Very Good;Reasonable Knowledge;Below Average;13;6-8;13;5-7;9;13;1;12;9;8;8;7-9;Spain;Second Division;16;14;12;13;6-8;8;Burgos;11-14;5;12;12-14;15;6-8;12-14;14;1;1-3;1-3;1-3;1-4;1-3;1-3;1-3;1-3;1-2;350K € - 3,5M €;Last Resort
;Júnior Firpo;15;WB (L);Full-back;;D/WB (L);14;13;13;13;15;15;13;6;10;14;;Unknown;Unknown;;;Unknown;Speed;Spain;Very Strong;Dominican Republic;True;Weak;184 cm;29;Really Good;Extensive Knowledge;High;12;8;13;10;11;10;2;13;12;12;14;9;Spain;First Division;13;14;14;11;14;11;Real Hispalis;12;14;11;11;12;13;14;13;3;1;2;4;1;3;3;1;2;3;16,5M € - 25M €;Last Resort
;Seb Revan;14;WB (L);Full-back;;D (LC), WB (L);15;11;8;13;14;11;9;9-11;10;11;;Heading;Unknown;;;Unknown;Speed;St Kitts & Nevis;Weak;England;False;Very Strong;181 cm;22;Slightly Poor;Reasonable Knowledge;Below Average;11;3-5;12;8-11;8-11;6;2-5;12;5-7;13;12;6-8;England;Sky Bet Championship;13;11;10-12;11;11-13;6-8;Wrexham;8;10-12;10;10;8;13;13;9;1-3;1-3;2-4;2-4;1-2;1-3;1-4;2-4;1-3;1-3;550K € - 5,4M €;Practical
;Alex Dobre;15;AM (R);Winger;;AM (RL);14;14;13;14;15;13;14;12;4-6;12;;Intelligence;Unknown;;;Unknown;Speed;Spain;Very Strong;Romania;True;Fairly Strong;185 cm;27;Exceptional;Reasonable Knowledge;Very Low;7-9;13;10;2-4;14;11-13;1-3;12;14;12;11;9;Romania;SuperLiga;13;8;8;4-6;11;10-13;FC Rapid;9;12;16;10-12;13-16;12;10-13;12;2-4;1-3;2-4;1;1-3;1-3;2-4;1-3;1-2;2-5;130K € - 1,3M €;Last Resort
;Ryan Giles;14;WB (L);Full-back;;D/WB/M/AM (L);10;9-11;13-15;12-14;13;11-14;8-10;10-12;12-14;14;;Unknown;Unknown;;;Unknown;Speed;England;Weak;England;False;Very Strong;183 cm;26;Scouting Required;Marginal Knowledge;Average;9-12;8-10;13;7-9;11;7-10;1-3;13;9;12;16;14;England;Sky Bet Championship;12;10-13;14;10-12;12;9-11;Hull;11-14;13;9-11;11-13;9-11;11-13;12-14;7-9;1;1-3;1-2;1-2;1-3;3-5;2-5;1-3;1-3;2-4;375K € - 3,8M €;Last Resort
;Caolan Boyd-Munce;11-13;M (C);Midfielder;;DM, M (C);11-13;9-12;10;12-14;11-14;13;12;9-12;11-13;12-14;;Unknown;Unknown;;;Unknown;Athleticism;Ireland;Weak;N.Ireland;True;Very Strong;183 cm;26;Scouting Required;Marginal Knowledge;Below Average;12;10-12;13;9-11;12;11;2-4;13;9-12;11-13;11-13;10-12;England;Lower Saxony;12;12;13;10-13;11-13;7-9;Wycombe;11-13;11;10-12;10-12;10;12-14;11-13;9-12;1-3;2-5;2-5;1-2;1-3;3-5;1;1-2;2-4;1-3;2,7M €;Last Resort
;Dion Sanderson;12;D (R);Centre-back;;D (RC);11-13;10-13;14;13-15;12;11-13;15;5-8;13;9-11;;Unknown;Unknown;;;Unknown;Heading;England;Very Strong;England;False;Weak;188 cm;26;Scouting Required;;Below Average;14;4-6;10;10-12;8-10;14;1-3;10;5-8;9-11;8-10;6-8;England;Sky Bet Championship;10-12;12-15;6-9;12;8-10;11-13;Derby;11;7-9;13;10-12;14-16;11-13;11;11-14;1-3;1-4;1-3;1-2;1;1-2;1-2;1-3;2-4;2-4;;Practical
;Sergio Ortuño;12;M (C);Midfielder;;DM, M/AM (C);13;12;10;15;12;14;10;9-11;6-9;13;;Unknown;Unknown;;;Unknown;Team Player;Ivory Coast;Very Strong;Spain;True;Weak;178 cm;27;Okay;Reasonable Knowledge;Below Average;10;10-12;13;6-8;13;8;1-3;13;11;12;11;7-10;Spain;Second Division;14;15;13;12;10-12;13;Cádiz;12-14;13;13;12-15;13;13-15;11-13;12;1-3;1-2;1-2;2-4;3-5;1-2;2-4;1-2;1-3;1-4;190K € - 1,9M €;Last Resort
;Andrei Cordea;13;AM (R);Winger;;AM (RL);15;12;11;12;11;12;12;12;6;14;;Heading;Unknown;;;Unknown;Skill;France;Reasonable;Romania;True;Very Strong;180 cm;27;Slightly Poor;Extensive Knowledge;Very Low;6;12;13;6;12;10;1;13;12;14;11;11;Romania;SuperLiga;13;12;13;8;12;10;CFR Cluj;13;12;13;10;10;13;13;10;2;3;2;2;4;4;3;2;3;3;275K € - 2,7M €;Last Resort
;Daouda Guindo;14-17;D (L);Full-back;;D (LC);9-13;12-16;10-13;12-15;10-13;15-18;10-14;7-11;11-14;12-15;;Intelligence;Unknown;;;Unknown;Speed;Ivory Coast;Weak;Mali;False;Very Strong;183 cm;23;Scouting Required;Minimal Knowledge;Below Average;8-11;3-7;11-14;6-10;12-15;8-11;1-3;9-13;7-11;7-11;7-10;3-6;France;Ligue 1 McDonald's;14-17;10-13;6-9;10-14;9-13;5-8;Brest;13-16;6-9;13-17;10-13;8-11;9-13;9-13;11-15;1-3;1-2;1;2-6;3-6;1-4;1-4;1-4;1-4;2-5;600K € - 6,2M €;Last Resort
;Regan Slater;11;DM;Midfielder;;DM, M/AM (LC);11;12;7;12;11;11;12;9;11;11;;Unknown;Unknown;;;Unknown;Team Player;Ivory Coast;Very Strong;England;False;Reasonable;173 cm;26;Quite Good;;Below Average;11;9;13;5;11;8;1;11;10;12;9;8;England;Sky Bet Championship;15;13;13;12;12;13;Hull;12;9;13;11;15;10;13;12;3;3;1;1;2;4;2;3;3;2;1,7M €;Last Resort
;Liam Shaw;11-13;DM;Midfielder;;DM, M (C);11-13;11-13;10;11-13;10-13;10;10;6-8;12-14;13;;Unknown;Unknown;;;Unknown;Speed;Ghana;Very Strong;England;False;Reasonable;190 cm;25;Scouting Required;Marginal Knowledge;High;12;7-9;12;3-5;8;10;1;13;7-9;9-11;7-9;8-10;England;Sky Bet League Two;12;12;13;11-13;7-9;8;Northampton;9-12;12;10-12;12-14;10;10-12;11-13;9-11;1;1-2;1-3;1-3;2-5;3-5;1-3;2-4;2-4;1-2;30K € - 300K €;Practical
;Giuseppe Cuomo;10;D (C);Centre-back;;D (C);11;11;14;12;11;13;14;5-8;13;9;;Unknown;Unknown;;;Unknown;Heading;England;Very Strong;Italy;True;Weak;190 cm;28;Okay;Reasonable Knowledge;Very Low;13;3-6;9;7-9;8;13;2-4;8;5-8;7;6-8;5-7;Italy;Serie C/A;12;12;4-6;13;4-7;10;Vicenza;12;6-8;12;12;10;13;13;13;1-2;1-2;1-3;1-3;1-3;1-3;3-5;1-3;2-4;1-2;350K € - 1,2M €;Last Resort
Lst;Rhys Norrington-Davies;13;D (L);Full-back;;D (LC), WB (L);13;13;9;14;13;13;13;8-10;11;12;;Unknown;Unknown;;;Unknown;Team Player;England;Reasonable;Saudi Arabia;False;Very Strong;181 cm;27;Fairly Good;Reasonable Knowledge;Above Average;12;4-6;12;9-11;4-6;14;1-3;11;7-9;11;12;8-11;England;Premier League;15;13;10-12;12;10-12;9-12;Sheffield United;12;7-10;13;11;15;14;12;14;2-4;1-2;1-2;3-5;1-2;1-3;1-3;1-3;1-4;1-4;2,7M €;Last Resort
;Paris Maghoma;12;M (C);Midfielder;;M (C);12;11;9;11;12;11;11;11;9;14;;Unknown;Unknown;;;Unknown;Intelligence;England;Very Strong;England;False;Reasonable;184 cm;25;Fairly Good;Extensive Knowledge;Above Average;10;8;14;6;10;9;4;14;10;14;10;8;England;National 3 - Group A;13;12;14;14;13;9;Norwich;13;14;15;13;11;14;13;11;1;1;3;4;1;2;3;3;3;3;3,2M €;Last Resort
Wnt;Kwasi Sibo;12;DM;Midfielder;;DM, M (C);13;12;10;12;14;14;14;9;14;13;;Unknown;Unknown;;;Unknown;Athleticism;Portugal;Weak;Ghana;False;Very Strong;182 cm;28;Very Poor;Extensive Knowledge;Above Average;14;10;12;9;14;12;3;12;9;8;10;8;Spain;First Division;12;12;12;12;12;12;Oviedo;11;10;7;13;11;12;13;14;1;1;1;1;1;3;2;1;1;4;250K € - 2,5M €;Practical
;Elton Kabangu;15;AM (L);Winger;;AM (L), ST (C);13;11;8;15;15;13;7-9;6;6-8;12;;Intelligence;Unknown;;;Unknown;Speed;Belgium;Weak;Belgium;True;Very Strong;178 cm;28;Perfect;Reasonable Knowledge;Very Low;5-8;8;8;1-3;8;6-9;1-2;11;11;13;10;7;Scotland;William Hill Premiership;13;11;8;7-9;9;3-5;Hearts;10;11;12;10-12;10-12;10;7-9;14;1-3;1-2;1-3;2-4;1-4;2-4;1-4;1-2;2-4;1-3;350K € - 1,1M €;Practical
Wnt;Koki Saito;15;AM (L);Winger;;AM (LC);13;9;9;12;15;14;6-8;8;6-8;13;;Unknown;Unknown;;;Unknown;Speed;Morocco;Very Strong;Japan;False;Weak;170 cm;24;Fairly Good;Reasonable Knowledge;Above Average;3-6;12;13;4-6;10;6-9;1;13;9;15;12;11;England;Sky Bet Championship;15;15;12;6-8;13;4-6;QPR;12;12;15;13-15;6-8;12;11-13;11;1-3;1-2;1-2;1-2;1-4;3-5;1-4;2-4;1-3;1-3;80K € - 7,8M €;Fringe player who could still improve
;Jeremy Ngakia;14;D (R);Full-back;;D/WB (R);12;13;11;15;13;14;13;4-6;14;10;;Heading;Unknown;;;Unknown;Speed;England;Very Strong;England;False;Reasonable;184 cm;25;Fairly Good;Reasonable Knowledge;High;13;6-8;12;8;8-11;8;2-5;11;8-10;12;10;5-7;England;Stars League;15;13;11-13;10;11-13;8-10;Watford;11;10-12;12;9;12;12;12;13;1-3;3-5;1-3;2-4;1-2;1-2;1-4;1-3;1;2-4;2,5M € - 5,4M €;Practical
Wnt;Angelo Talia;12;DM;Midfielder;;DM, M (RC);13;11;8;10;12;12;12;5-8;9-11;12;;Unknown;Unknown;;;Unknown;Intelligence;England;Very Strong;Italy;True;Fairly Strong;175 cm;23;Fairly Okay;;Above Average;12;8-10;11;5-7;9;10;2-4;12;9;10;9;7-9;Italy;Serie BKT;12;12;14;13;12-14;9;Frosinone;10-12;9;10;11-13;9;11-13;12-14;9;2-4;2-5;1-4;1-2;1-3;2-4;1-2;2-4;1-3;1-2;;Practical
;Luke Thomas;11;D (L);Full-back;;D (LC), WB (L);13;10;11;14;12;16;10;10-12;12;13;;Unknown;Unknown;;;Unknown;Team Player;England;Reasonable;England;False;Very Strong;181 cm;25;Okay;Reasonable Knowledge;Below Average;13;5-7;12;11-14;9-12;10;1-3;12;9-11;12;12;8-10;England;Sky Bet Championship;15;14;10-12;13;11-13;8-10;Leicester;12;5-7;13;13;9;13;14;12;1-3;2-4;1-3;2-4;1-4;1;1-4;1-2;1-2;1-3;8,6M € - 10,5M €;Last Resort
;Casper De Norre;12;M (C);Midfielder;;DM, M (C);11;12;8;14;12;13;9;9;11;15;;Unknown;Unknown;;;Unknown;Skill;Bermuda;Very Strong;Belgium;True;Weak;175 cm;29;Fairly Good;Extensive Knowledge;Above Average;12;10;15;8;9;7;1;14;9;12;13;12;Italy;Serie BKT;14;13;14;12;14;12;Sampdoria;12;14;14;12;10;16;14;10;3;1;3;2;1;2;3;1;2;1;210K € - 2,1M €;Last Resort
;Morgan Whittaker;13;AM (R);Winger;;AM (RC), ST (C);14;16;12;15;14;13;10-12;10;3-6;14;;Team Player;Unknown;;;Unknown;Skill;Ivory Coast;Fairly Strong;England;False;Very Strong;185 cm;25;Good;Reasonable Knowledge;Below Average;4-6;9-11;11;4-6;15;9;1-3;13;14;14;10;11;England;Sky Bet Championship;11;10;12;6;14;7;Middlesbrough;12;15;11;6-9;6-9;14;11-13;8-10;1-3;2-4;2-4;2-4;1-3;1-2;3-5;1;1-2;1-3;12M € - 19M €;Last Resort
;Dan Nlundulu;11-14;ST (C);Forward;;AM (RLC), ST (C);7-10;7-11;10-14;12-15;12-16;11-14;14-17;5-9;5-9;7-10;;Unknown;Unknown;;;Unknown;Speed;France;Very Strong;France;True;Reasonable;180 cm;27;Scouting Required;Minimal Knowledge;Very Low;7-11;11-14;7-10;7-10;7-10;11-15;3-6;12-15;8-12;11-14;8-11;5-9;Scotland;William Hill Premiership;8-11;10-14;11-15;4-8;11-14;5-8;St Mirren;7-10;7-11;11-14;8-12;12-15;11-14;10-13;10-14;4-7;1-4;1-4;1-2;1-3;1-3;1;2-5;1-5;1-2;45K € - 475K €;Last Resort
FrA;Joe White;12;M (C);Midfielder;;DM, M (C), AM (RC);9;11;10;12;12;12;6-8;7;7-9;13;;Marking;Unknown;;;Unknown;Speed;Spain;Reasonable;England;False;Very Strong;186 cm;23;Extremely Good;Reasonable Knowledge;Very Low;9-11;9;12;7-9;11;9-11;2-4;12;10;12;11;9;England;Sky Bet Championship;10;10;12;7-9;10;6-9;Bolton;9;14;15;8-10;6-9;11;9-12;9;1-3;2-4;2-4;1;1-2;1-2;1-2;1-3;1-2;1-3;;Last Resort
;Fer Niño;12;ST (C);Forward;;ST (C);10-13;8;16;16;13;14;14;6-9;8-10;11;;Unknown;Unknown;;;Unknown;Heading;Spain;Very Strong;Spain;True;Weak;191 cm;25;Extremely Good;Reasonable Knowledge;Below Average;5-7;15;11;7-9;12;15;1-2;13;15;13;9;7-9;Spain;Second Division;14;14;10;8-11;14;10-12;Burgos;12;14;13;13-15;16;13;11-14;11-14;2-4;1-3;1;1-3;2-4;2-4;1-3;1-2;1-3;1-2;3,5M € - 7,2M €;Last Resort
;Gakuji Ota;5;GK;Goalkeeper;;GK;10;7;14;15;6;9;11;6;3;8;;Unknown;Unknown;;;Unknown;One On Ones;Netherlands;Very Strong;Japan;False;Weak;190 cm;35;Slightly Poor;None;Very Low;2;3;8;1;1;10;14;8;6;3;3;6;Japan;J1 League;11;16;10;13;2;12;Kyoto;13;6;13;13;12;11;13;13;13;12;13;13;12;15;14;13;10;14;80K € - 800K €;Last Resort
;Amath N'Diaye;16;AM (R);Winger;;AM (RL);15;11;8;13;16;13;11-13;7;3-5;13;;Intelligence;Unknown;;;Unknown;Speed;Spain;Very Strong;Senegal;True;Reasonable;175 cm;29;Slightly Poor;Reasonable Knowledge;High;3-6;8;9;9-11;11;6-9;1-3;12;13;12;12;9;Spain;Second Division;12;10;11;2-5;14;8-10;Valladolid;9;15;13;9-11;10-12;10;11-13;13;1-3;2-5;1-3;1-2;2-4;1-3;1-2;1-2;1-3;2-4;5,6M € - 8,8M €;Last Resort
;Jack Rudoni;12;AM (C);Attacking midfielder;;M (C), AM (RLC);14;12;13;14;12;17;10-12;8;6-9;14;;Unknown;Unknown;;;Unknown;Athleticism;Italy;Reasonable;England;True;Very Strong;186 cm;25;Quite Good;Reasonable Knowledge;Below Average;10-12;9-11;15;2-4;6;15;1-3;14;11;15;12;14;England;Sky Bet Championship;16;15;13;11;11-13;11;Coventry;12;16;15;9-12;13-16;13;10-12;10-12;1-2;1-2;1-2;1-3;2-4;2-5;1-2;1-3;1-3;1-4;16M € - 19,5M €;Practical
;Deian Sorescu;14;WB (R);Full-back;;D/WB/M/AM (R);14;14;8;17;13;14;10;10;7-9;12;;Heading;Unknown;;;Unknown;Team Player;England;Very Strong;Romania;True;Weak;175 cm;28;Fairly Okay;Reasonable Knowledge;Very Low;8-10;10;9;7-9;11;7-9;1-2;12;10;11;10;10;Türkiye;Super League;15;13;10;5-8;11;10-12;Gaziantep FK;10;11;14;11-13;14-16;10;9-12;15;1-2;1;1-2;1-4;2-4;1-2;3-5;1-3;1-3;1-3;120K € - 1,2M €;Practical
;Ryan Alebiosu;15;WB (R);Full-back;;D/WB (R);12;12;12;15;15;15;13;6-8;11;13;;Unknown;Unknown;;;Unknown;Speed;England;Very Strong;England;False;Weak;188 cm;24;Good;Reasonable Knowledge;Below Average;12;5-7;11;6-9;4-6;9;1-3;12;4-6;12;12;6-9;England;Lower Saxony;15;15;6-8;12;13-15;3-5;Blackburn;12;12-15;12;13;13;12;11;12;1-4;1-2;1-2;1-2;1-3;1-3;2-4;1-3;2-5;1;400K € - 9,6M €;Last Resort
;Luke Cundle;14;M (C);Midfielder;;DM, M/AM (C);15;14;8;14;11;13;7;10;7;13;;Marking;Unknown;;;Unknown;Speed;England;Very Strong;England;False;Weak;170 cm;24;Fairly Good;Extensive Knowledge;Average;8;10;12;3;11;6;2;13;11;12;9;12;England;Sky Bet League One;12;14;14;8;13;7;Millwall;12;10;13;12;8;12;13;10;3;2;1;3;3;1;1;2;3;1;1,4M €;Last Resort
;Juanda Fuentes;13;AM (L);Winger;;AM (RL), ST (C);14;12;6;14;13;7;6;12;5-7;13;;Intelligence;Unknown;;;Unknown;Speed;Spain;Weak;Colombia;True;Very Strong;171 cm;23;Good;Reasonable Knowledge;Below Average;4-7;12;11;4-6;12;4-7;1;12;12;14;11;11;Spain;Second Division;12;8;9;5-7;12;5-7;F.C. Andorra;9;15;14;7-9;12-14;13;10-12;11;1-3;1-2;1-3;3-5;1-4;1-3;1-4;1-2;2-4;1-2;350K € - 1,1M €;Last Resort
Wnt;Harrison Ashby;14;D (R);Full-back;;D/WB (R);12;10;10;14;15;12;12;12-14;10;10;;Heading;Unknown;;;Unknown;Speed;England;Very Strong;England;False;Weak;179 cm;24;Fairly Okay;;Above Average;12;9-11;8;7-9;9-11;9;1-3;11;10-12;10;11;10-13;England;Premier League;13;10;10-12;12;11-13;13-16;Newcastle;11;8-11;14;11;14;11;10;12;1-2;1-2;3-5;2-4;1-2;1-3;2-4;1-3;1-2;2-5;600K €;Last Resort
;Unai Pérez;10;GK;Goalkeeper;;GK;13;12;15;13-15;10;5-8;12;2-4;3-5;5-8;;Unknown;Unknown;;;Unknown;Aerial Reach;Ivory Coast;Very Strong;Spain;True;Reasonable;188 cm;24;Okay;Reasonable Knowledge;Very Low;1-4;1-3;10-12;1-3;2-5;1-2;12;1;1-3;1-3;2-4;2-4;Portugal;Second League;9;7-10;7-10;9;2-4;9;Torreense;14;3-5;9-11;13;5;9;10;12;11;5;13;13;13;13;10;12;5;12;100K € - 1M €;Last Resort
;Sidnei Tavares;12;M (C);Midfielder;;DM, M (C);13;13;13;13;12;13;11;11;10;13;;Unknown;Unknown;;;Unknown;Skill;Portugal;Very Strong;Portugal;True;Fairly Strong;188 cm;24;Quite Good;Extensive Knowledge;Average;12;11;13;8;11;10;1;13;8;12;12;11;England;Sky Bet Championship;12;12;10;12;12;7;Blackburn;10;13;12;10;10;12;11;10;3;2;2;1;1;2;1;3;3;4;1,6M €;Last Resort
;Denis Drăguş;13;AM (L);Striker;;AM (L), ST (C);15;13;11;13;12;13;12;12-14;3-6;15;;Unknown;Unknown;;;Unknown;Skill;France;Very Strong;Romania;True;Reasonable;180 cm;26;Excellent;Reasonable Knowledge;Average;6-8;14;12;5-7;13;12;1-3;14;12;13;8;5-8;Türkiye;Super League;14;10;11;7-9;13;4-7;Trabzonspor;9;16;12;9-12;8;12;11-13;13;2-4;1-3;2-4;2-4;1-2;1-3;1-2;1;1-2;2-5;240K € - 2,4M €;Last Resort
;Adam Randell;11-13;DM;Midfielder;;DM, M (C);10-12;11-13;7;17-19;9-12;15;9;11-13;12-14;13;;Unknown;Unknown;;;Unknown;Team Player;Ghana;Very Strong;England;False;Reasonable;178 cm;25;Scouting Required;Marginal Knowledge;Low;15;9-11;14;1-3;10;8;1-2;13;6-8;8-10;9-11;10-12;England;Sky Bet Championship;18;18;10;12-14;10-12;11;Bristol City;11-14;8;16-18;11-13;17;10-12;15-17;11-13;1;1-4;2-5;1-2;1-4;2-4;1-4;1-2;1-3;1-3;8,8M € - 11,5M €;Practical
;Billal Brahimi;13;AM (R);Winger;;AM (RL), ST (C);14;13;11;13;15;13;11;10;4-6;13;;Unknown;Unknown;;;Unknown;Speed;France;Reasonable;France;True;Very Strong;183 cm;26;Slightly Poor;Reasonable Knowledge;Very Low;4-6;7;13;5-8;14;8-10;2-5;13;11;13;11;9;Brazil;First Division;10;10;12;9-11;11;8-10;SAN;11;14;15;9-11;10-12;10;9-11;12;1-3;2-4;1-2;1-2;1-4;1-2;1-3;1-3;1;3-5;60K € - 600K €;Practical
;José Arnáiz;12;AM (L);Winger;;M/AM (RL), ST (C);11;10;8;10;12;12;8-11;12;5-7;14;;Unknown;Unknown;;;Unknown;Technique;England;Very Strong;Spain;True;Fairly Strong;175 cm;31;Good;Reasonable Knowledge;Very High;6-8;13;12;8-11;13;8-10;2-5;13;13;13;12;12;Spain;National 3 - Group A;11;13;11;6-8;13;12-14;Granada;12;15;12;8-10;8-10;10;11-13;13;1-4;1-2;2-4;1-2;1-2;1-3;1-2;1-3;1-3;2-4;600K € - 6,2M €;Last Resort
Set;Thomas Kaminski;10;GK;Goalkeeper;;GK;13;11;15;13;10;10;11;6;5;11;;Unknown;Unknown;;;Unknown;Reflexes;Poland;Very Strong;Belgium;True;Reasonable;192 cm;33;Really Good;Extensive Knowledge;Very Low;6;5;9;12;5;6;12;11;5;8;5;5;England;Sky Bet Championship;12;11;9;11;7;8;Charlton;10;10;11;14;9;12;11;13;12;13;13;17;10;15;8;10;14;13;170K € - 1,7M €;Last Resort
;Jesús Owono;12;GK;Goalkeeper;;GK;14;8;10;13-15;11;10-12;12;6-9;1-3;9-11;;Unknown;Unknown;;;Unknown;Aerial Reach;Spain;Very Strong;Eq. Guinea;True;Weak;181 cm;25;Fairly Good;Reasonable Knowledge;Very Low;1-3;6-9;8-10;1-2;3-5;7-9;12;9;1-3;1-2;1-2;2-4;Eq. Guinea;Serie C/A;10-12;8-10;7-9;13;3-6;11;Vicenza;9;9-11;10-12;11;8-10;12;11;11;10;14;14;13;12;12;13;9;10;13;0 €;Last Resort
;Adam Idah;16;ST (C);Striker;;ST (C);12-14;14;15;10;14;13;16;5-7;6-8;11;;Intelligence;Unknown;;;Unknown;Speed;Nigeria;Very Strong;Ireland;True;Weak;190 cm;25;Extremely Good;;Above Average;4-7;16;13;2-4;11;12;1;12;13;12;8;5-7;England;Sky Bet Championship;14;13;11;3-5;13;4-6;Swansea;10;7;13;9-11;12;13;10-12;11;1-2;1-2;1-2;1-2;1-3;3-5;1-4;2-4;2-4;2-4;7M € - 9M €;Practical
;Luca Zidane;15;GK;Goalkeeper;;GK;14;11;12;10-12;14;11-13;12;5-7;1-3;13-15;;Unpredictable;Unknown;;;Unknown;Unknown;France;Very Strong;France;True;Reasonable;183 cm;28;Really Good;Reasonable Knowledge;Below Average;4-6;11-13;13-15;8-11;1-3;7-9;12;15;6-8;7-9;6-8;5-8;Spain;Second Division;10;10-12;10-12;12;9-11;10;Granada;11;13-16;14-17;10;6-8;9;11;11;11;12;10;15;9;15;12;15;16;13;240K € - 2,4M €;Practical
ESC;Collins Sichenje;12;D (C);Centre-back;;D (C), DM, M (C);11;13;13;12;13;13;14;5-8;12;9;;Unknown;Unknown;;;Unknown;Speed;England;Very Strong;Kenya;False;Weak;189 cm;22;Fair;Reasonable Knowledge;Below Average;12;6-8;8;8-10;8;11;2-4;8;4-7;6;8-10;5-7;England;Stars League;11;11;8-11;10;9-11;8;Charlton;11;7-9;14;12;17;12;12;14;1-3;1-4;1-4;1-3;1-2;1-3;1-3;1-2;2-4;1-3;2M € - 4,4M €;Practical
Lst;Jamal Lewis;14;D (L);Full-back;;D/WB/M/AM (L);13;14;9;18;15;11;10;6;12;13;;Unknown;Unknown;;;Unknown;Speed;England;Weak;England;True;Very Strong;178 cm;28;Quite Poor;Extensive Knowledge;Below Average;11;6;11;5;8;11;1;12;6;12;11;4;England;Sky Bet Championship;14;13;10;11;11;2;Preston;12;5;14;12;10;12;12;12;1;2;4;3;2;3;2;3;1;3;850K €;Fringe player who could still improve
;Roger Brugué;14;AM (R);Winger;;AM (RLC), ST (C);13;12;9;13;14;13;9;9;5-7;13;;Unknown;Unknown;;;Unknown;Team Player;England;Reasonable;Spain;True;Very Strong;174 cm;29;Okay;Reasonable Knowledge;Average;5-7;13;12;5-7;10;10-12;2-4;13;14;12;12;9;Spain;First Division;14;13;11;7-10;14;7-9;Levante;11;13;13;10-12;12-14;12;10-13;16;1-2;1-2;1;2-5;3-5;1-2;1-3;1-4;2-4;2-4;2M € - 4,3M €;Last Resort
Wnt;Ismaël Diallo;12-15;D (L);Centre-back;;D (LC);11-15;11-14;9-12;14-17;12-15;11-15;13-17;-;9-12;9-13;;Marking;Unknown;;;Unknown;Athleticism;Spain;Reasonable;Ivory Coast;False;Very Strong;178 cm;29;Scouting Required;Minimal Knowledge;Very Low;12-15;-;11-14;5-9;-;11-14;-;10-14;4-7;9-13;11-14;-;Croatia;First League;10-14;11-14;9-12;9-12;7-11;-;Hajduk;8-12;-;12-16;9-12;10-13;11-15;8-12;13-16;-;-;-;-;-;-;-;-;-;-;Unknown;Last Resort
